"Year","Tournament/Event","Category","Winner","Runner-up","Semi-finalists","Quarter-finalists/Other Rounds","Currency","Source URL","Notes"
"2025","Indonesia Open (Super 1000)","MS","101,500.00","49,300.00","20,300.00","QF: 7,975.00; R16: 4,350.00; R32: 1,450.00","USD","https://system.bwfbadminton.com/documents/folder_1_81/Statutes/CHAPTER-5---TECHNICAL-REGULATIONS/Section%205.3.5%20-%20Distribution%20of%20Prize%20Money.pdf","Total purse published: 1,450,000. Round payouts computed from BWF Statutes Section 5.3.5 Table 2 (Grade 2, Level 2 & 3)."
"2025","Indonesia Open (Super 1000)","WS","101,500.00","49,300.00","20,300.00","QF: 7,975.00; R16: 4,350.00; R32: 1,450.00","USD","https://system.bwfbadminton.com/documents/folder_1_81/Statutes/CHAPTER-5---TECHNICAL-REGULATIONS/Section%205.3.5%20-%20Distribution%20of%20Prize%20Money.pdf","Total purse published: 1,450,000. Round payouts computed from BWF Statutes Section 5.3.5 Table 2 (Grade 2, Level 2 & 3)."
"2025","Indonesia Open (Super 1000)","MD","107,300.00","50,750.00","20,300.00","QF: 9,062.50; R16: 4,712.50; R32: 1,450.00","USD","https://system.bwfbadminton.com/documents/folder_1_81/Statutes/CHAPTER-5---TECHNICAL-REGULATIONS/Section%205.3.5%20-%20Distribution%20of%20Prize%20Money.pdf","Total purse published: 1,450,000. Round payouts computed from BWF Statutes Section 5.3.5 Table 2 (Grade 2, Level 2 & 3)."
"2025","Indonesia Open (Super 1000)","WD","107,300.00","50,750.00","20,300.00","QF: 9,062.50; R16: 4,712.50; R32: 1,450.00","USD","https://system.bwfbadminton.com/documents/folder_1_81/Statutes/CHAPTER-5---TECHNICAL-REGULATIONS/Section%205.3.5%20-%20Distribution%20of%20Prize%20Money.pdf","Total purse published: 1,450,000. Round payouts computed from BWF Statutes Section 5.3.5 Table 2 (Grade 2, Level 2 & 3)."
"2025","Indonesia Open (Super 1000)","XD","107,300.00","50,750.00","20,300.00","QF: 9,062.50; R16: 4,712.50; R32: 1,450.00","USD","https://system.bwfbadminton.com/documents/folder_1_81/Statutes/CHAPTER-5---TECHNICAL-REGULATIONS/Section%205.3.5%20-%20Distribution%20of%20Prize%20Money.pdf","Total purse published: 1,450,000. Round payouts computed from BWF Statutes Section 5.3.5 Table 2 (Grade 2, Level 2 & 3)."
"2025","China Open (Super 1000)","MS","101,500.00","49,300.00","20,300.00","QF: 7,975.00; R16: 4,350.00; R32: 1,450.00","USD","https://system.bwfbadminton.com/documents/folder_1_81/Statutes/CHAPTER-5---TECHNICAL-REGULATIONS/Section%205.3.5%20-%20Distribution%20of%20Prize%20Money.pdf","Total purse published: 1,450,000. Round payouts computed from BWF Statutes Section 5.3.5 Table 2 (Grade 2, Level 2 & 3)."
"2025","China Open (Super 1000)","WS","101,500.00","49,300.00","20,300.00","QF: 7,975.00; R16: 4,350.00; R32: 1,450.00","USD","https://system.bwfbadminton.com/documents/folder_1_81/Statutes/CHAPTER-5---TECHNICAL-REGULATIONS/Section%205.3.5%20-%20Distribution%20of%20Prize%20Money.pdf","Total purse published: 1,450,000. Round payouts computed from BWF Statutes Section 5.3.5 Table 2 (Grade 2, Level 2 & 3)."
"2025","China Open (Super 1000)","MD","107,300.00","50,750.00","20,300.00","QF: 9,062.50; R16: 4,712.50; R32: 1,450.00","USD","https://system.bwfbadminton.com/documents/folder_1_81/Statutes/CHAPTER-5---TECHNICAL-REGULATIONS/Section%205.3.5%20-%20Distribution%20of%20Prize%20Money.pdf","Total purse published: 1,450,000. Round payouts computed from BWF Statutes Section 5.3.5 Table 2 (Grade 2, Level 2 & 3)."
"2025","China Open (Super 1000)","WD","107,300.00","50,750.00","20,300.00","QF: 9,062.50; R16: 4,712.50; R32: 1,450.00","USD","https://system.bwfbadminton.com/documents/folder_1_81/Statutes/CHAPTER-5---TECHNICAL-REGULATIONS/Section%205.3.5%20-%20Distribution%20of%20Prize%20Money.pdf","Total purse published: 1,450,000. Round payouts computed from BWF Statutes Section 5.3.5 Table 2 (Grade 2, Level 2 & 3)."
"2025","China Open (Super 1000)","XD","107,300.00","50,750.00","20,300.00","QF: 9,062.50; R16: 4,712.50; R32: 1,450.00","USD","https://system.bwfbadminton.com/documents/folder_1_81/Statutes/CHAPTER-5---TECHNICAL-REGULATIONS/Section%205.3.5%20-%20Distribution%20of%20Prize%20Money.pdf","Total purse published: 1,450,000. Round payouts computed from BWF Statutes Section 5.3.5 Table 2 (Grade 2, Level 2 & 3)."
"2025","World Tour Finals","MS","240,000.00","120,000.00","60,000.00","3rd in Group: 33,000.00; 4th in Group: 18,000.00","USD","https://system.bwfbadminton.com/documents/folder_1_81/Statutes/CHAPTER-5---TECHNICAL-REGULATIONS/Section%205.3.5%20-%20Distribution%20of%20Prize%20Money.pdf","Total purse published (season source): 3,000,000. Round payouts computed from BWF Statutes Section 5.3.5 Table 1 (Grade 2, Level 1)."
"2025","World Tour Finals","WS","240,000.00","120,000.00","60,000.00","3rd in Group: 33,000.00; 4th in Group: 18,000.00","USD","https://system.bwfbadminton.com/documents/folder_1_81/Statutes/CHAPTER-5---TECHNICAL-REGULATIONS/Section%205.3.5%20-%20Distribution%20of%20Prize%20Money.pdf","Total purse published (season source): 3,000,000. Round payouts computed from BWF Statutes Section 5.3.5 Table 1 (Grade 2, Level 1)."
"2025","World Tour Finals","MD","252,000.00","120,000.00","60,000.00","3rd in Group: 39,000.00; 4th in Group: 21,000.00","USD","https://system.bwfbadminton.com/documents/folder_1_81/Statutes/CHAPTER-5---TECHNICAL-REGULATIONS/Section%205.3.5%20-%20Distribution%20of%20Prize%20Money.pdf","Total purse published (season source): 3,000,000. Round payouts computed from BWF Statutes Section 5.3.5 Table 1 (Grade 2, Level 1)."
"2025","World Tour Finals","WD","252,000.00","120,000.00","60,000.00","3rd in Group: 39,000.00; 4th in Group: 21,000.00","USD","https://system.bwfbadminton.com/documents/folder_1_81/Statutes/CHAPTER-5---TECHNICAL-REGULATIONS/Section%205.3.5%20-%20Distribution%20of%20Prize%20Money.pdf","Total purse published (season source): 3,000,000. Round payouts computed from BWF Statutes Section 5.3.5 Table 1 (Grade 2, Level 1)."
"2025","World Tour Finals","XD","252,000.00","120,000.00","60,000.00","3rd in Group: 39,000.00; 4th in Group: 21,000.00","USD","https://system.bwfbadminton.com/documents/folder_1_81/Statutes/CHAPTER-5---TECHNICAL-REGULATIONS/Section%205.3.5%20-%20Distribution%20of%20Prize%20Money.pdf","Total purse published (season source): 3,000,000. Round payouts computed from BWF Statutes Section 5.3.5 Table 1 (Grade 2, Level 1)."
"2025","BWF World Championships (Paris)","MS","N/A","N/A","N/A","N/A","USD","https://en.wikipedia.org/wiki/2025_BWF_World_Championships","Major event included; no accessible official per-round prize table in this run."
"2025","BWF World Championships (Paris)","WS","N/A","N/A","N/A","N/A","USD","https://en.wikipedia.org/wiki/2025_BWF_World_Championships","Major event included; no accessible official per-round prize table in this run."
"2025","BWF World Championships (Paris)","MD","N/A","N/A","N/A","N/A","USD","https://en.wikipedia.org/wiki/2025_BWF_World_Championships","Major event included; no accessible official per-round prize table in this run."
"2025","BWF World Championships (Paris)","WD","N/A","N/A","N/A","N/A","USD","https://en.wikipedia.org/wiki/2025_BWF_World_Championships","Major event included; no accessible official per-round prize table in this run."
"2025","BWF World Championships (Paris)","XD","N/A","N/A","N/A","N/A","USD","https://en.wikipedia.org/wiki/2025_BWF_World_Championships","Major event included; no accessible official per-round prize table in this run."
